"ID";"regiao.wgts";"P02";"P03";"P04";"P05";"P06";"P07";"P08_1";"P08_2";"P08_3";"P08_4";"P08_5";"P08_6";"P08_7";"P08_8";"P09";"P10";"P11";"P12_01";"P12_02";"P12_03";"P12_04";"P13";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_A";"P19_1";"P19_2";"P19_3";"P19_4";"P19_5";"P21_A";"P22_A";"P22_B";"P22_E";"P23";"P25";"P26";"P28_1";"P28_2";"P28_3";"P28_4";"P28_5";"P28_6";"P28_7";"P28_8";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_07";"P30_08";"P30_09";"P30_10";"P30_11";"P30_12";"P33_1";"P33_2";"P35";"P36";"P38";"P39";"P40";"P41";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V12_A";"V12_B";"V13";"V14";"V15";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_porte";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts";"porte.wgts"
"61";5;50;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;2;2;2;2;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;20;3;4;2;2;2;2;2;;2;3;4;"3669920.78366589";"1628314.05813775";"1926584.00950762";"2153020.05470942";0,182984706628559;8159,0040921804;1;4;4;1
"62";3;33;3;1;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;2;1;2;2;1;1;"1";"1";"2";"2";"1";1;1;1;2;2;2;20;;;;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;4;3;1;2;1;2;18;1;3;2;1;;;;6;4;3;3;"21435571.5784308";"8292998.1115813";"5696273.08719308";"15599497.5813694";1,35193633479635;42827,6517811379;1;2;1;2
"63";2;29;3;2;1;97;4;"1";"1";"1";"1";"1";"1";"1";"2";2;3;3;2;2;2;2;2;1;1;"1";"1";"1";"1";"1";1;1;1;1;1;1;1;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;5;1;2;1;3;1;36;3;3;1;2;1;;;2;1;2;97;"14898000.1979184";"4474385.18221597";"7259394.23046714";"10613747.399869";0,580278168423321;36006,0159202153;2;3;4;1
"64";1;11;2;9;1;2;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;4;2;2;2;2;1;2;1;"1";"1";"1";"1";"1";1;2;1;1;2;2;97;;;;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;2;2;1;1;1;27;5;3;1;2;2;2;2;;2;2;4;"99531.21371288";"2120604.22046604";"2358346.69976694";"2828257.81207705";0,42071052715868;4768,47768917233;1;3;3;2
"65";2;26;3;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;1;1;1;1;1;2;3;1;"1";"1";"1";"1";"1";1;1;2;1;2;1;1;2;;1;2;2;2;2;2;2;1;2;1;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;1;1;40;1;3;2;1;;;;3;2;3;3;"6273888.68778369";"4595041.07124126";"3762891.45355231";"7731021.03806011";0,695186851079864;14306,9177035421;3;2;1;2
"66";4;42;1;2;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;4;1;1;2;2;2;2;2;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;1;2;1;2;2;2;1;2;2;2;1;1;1;1;1;2;33;5;3;1;1;;;;5;2;2;2;"85787.20077336";"2252075.16102183";"3480847.43992385";"2443804.96747532";0,455385003963667;4117,68239913713;2;3;3;3
"67";3;35;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;5;2;2;2;2;2;2;1;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;1;1;3;2;1;97;2;1;36;1;4;1;1;;;;1;5;5;4;"21435571.5784308";"6626547.21734997";"11219551.754314";"16041980.2259275";1,87179217291575;27686,0457425513;2;4;1;3
"68";1;15;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;3;1;1;2;2;2;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;2;2;3;2;51;3;4;1;1;;;;2;1;3;97;"5164153.94647996";"1088578.61259989";"1499244.44762391";"2061622.47029637";0,179930621055583;3268,70607571681;4;4;4;3
"69";4;41;2;1;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;97;2;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;3;97;1;2;1;78;1;4;1;2;2;2;2;;1;97;4;"10072401.6435758";"3549069.08752912";"3392772.73855813";"5811472.35270075";1,39922026644262;54238,6711575732;5;4;1;2
"70";4;43;2;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;4;1;1;1;2;2;1;1;"1";"2";"1";"1";"1";1;1;2;2;2;2;19;;;;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;2;2;26;3;6;;1;;;;6;4;5;1;"2358209.30927529";"2651313.51254732";"3392772.73855813";"2443804.96747532";0,426501513466645;6290,81135435214;1;4;4;3
"71";5;51;2;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;1;3;1;1;2;2;1;1;1;"1";"2";"2";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;53;1;4;1;1;;;;2;3;4;4;"2544897.92588269";"1170024.49772926";"1926584.00950762";"1954125.97753969";0,225906683261382;5498,19717460497;4;4;1;2
"72";1;15;3;3;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;1;1;2;1;1;"1";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;2;1;2;23;2;4;1;1;;;;1;2;4;1;"549242.77217448";"2120604.22046604";"1499244.44762391";"2828257.81207705";0,179930621055583;7118,03077173213;1;4;2;2
"73";2;28;3;97;1;1;4;"1";"1";"1";"1";"1";"1";"1";"2";2;1;4;1;1;1;2;2;1;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;2;39;0;3;1;1;;;;5;1;97;97;"14898000.1979184";"4474385.18221597";"7259394.23046714";"5881277.34048095";0,637655208856705;11419,9880796635;2;3;4;3
"74";4;42;2;3;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;3;1;1;1;1;1;1;1;"1";"2";"1";"2";"1";1;1;2;1;2;2;2;;2;1;2;2;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;30;1;4;1;1;;;;2;1;4;3;"10072401.6435758";"2252075.16102183";"3392772.73855813";"4835858.60259792";0,455385003963667;16054,7307054434;2;4;1;1
"75";5;50;3;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;2;2;2;2;1;1;"1";"1";"1";"1";"1";1;2;2;1;2;2;1;2;;1;1;1;2;2;2;2;2;2;2;2;1;97;1;2;2;2;2;2;2;2;2;2;2;2;1;1;4;3;2;1;2;1;26;3;3;1;2;2;2;2;;3;2;4;"3669920.78366589";"1628314.05813775";"1927007.87039979";"2153020.05470942";0,365969413257117;20457,9605926447;1;3;4;1
"76";3;31;3;3;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;3;1;1;1;2;1;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;2;56;1;4;1;1;;;;2;1;4;1;"21435571.5784308";"6718284.41177193";"11219551.754314";"16041980.2259275";0,978461453391301;25985,3664415122;4;4;1;3
"77";4;43;2;2;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;2;1;2;2;2;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;2;1;62;1;4;1;2;2;2;2;;3;4;2;"10072401.6435758";"3549069.08752912";"3392772.73855813";"5811472.35270075";0,85300302693329;33065,3806150731;5;4;1;2
"78";4;42;3;3;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;4;1;2;2;2;2;2;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;1;2;18;1;3;1;2;1;;;3;1;3;4;"10072401.6435758";"2651313.51254732";"3480847.43992385";"2443804.96747532";0,455385003963667;13833,1454432679;1;3;1;3
"79";3;35;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;5;1;1;2;1;1;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;2;2;1;52;1;4;1;1;;;;2;1;5;4;"21435571.5784308";"6718284.41177193";"11219551.754314";"15599497.5813694";1,87179217291575;64535,7229903806;4;4;1;2
"80";2;29;3;97;1;97;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;5;1;2;2;1;1;2;1;"1";"1";"1";"2";"1";1;1;2;1;1;1;8;;;;1;2;2;2;1;2;2;2;2;2;2;8;1;1;2;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;4;2;62;1;4;1;2;1;;;2;4;3;2;"6273888.68778369";"5236594.20628577";"4208133.6330169";"10613747.399869";0,580278168423321;72765,1224732199;5;4;1;1
"81";4;43;3;3;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;1;1;2;2;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;1;2;45;1;4;1;1;;;;2;1;5;1;"10072401.6435758";"2281776.21520491";"3392772.73855813";"5811472.35270075";0,426501513466645;9774,09122494272;3;4;1;2
"82";4;41;2;1;2;1;4;"1";"1";"1";"1";"1";"1";"1";"2";2;3;2;1;1;2;1;2;2;1;"1";"2";"1";"2";"1";1;1;2;1;2;2;1;2;;1;2;2;2;1;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;;8;3;2;1;6;1;30;0;2;1;1;;;;1;2;3;1;"2358209.30927529";"2252075.16102183";"2041883.72723215";"2443804.96747532";0,296367916366303;2789,70681638612;2;2;4;3
"83";1;15;3;97;1;3;4;"1";"1";"1";"1";"1";"1";"1";"2";2;3;3;1;1;2;1;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;1;1;1;53;3;2;2;2;2;2;2;;1;2;4;"5164153.94647996";"1088578.61259989";"2267202.44555839";"2363871.19571558";0,359861242111166;28621,3902602089;4;1;4;1
"84";3;35;2;2;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";3;97;97;2;2;1;2;2;2;1;"2";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;6;2;1;1;2;1;57;1;4;1;2;2;2;2;;2;97;97;"21435571.5784308";"6718284.41177193";"11219551.754314";"15599497.5813694";9,35896086457875;322678,614951903;4;4;1;2
"85";5;51;1;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;2;1;2;1;2;97;1;"1";"2";"2";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;1;1;1;2;24;2;3;1;2;2;1;2;;3;97;4;"624691.97513099";"1628314.05813775";"1927007.87039979";"1954125.97753969";0,451813366522763;17503,8149564287;1;3;2;2
"86";1;15;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;1;3;1;2;2;2;2;1;1;"1";"2";"1";"2";"2";1;1;2;1;2;1;3;;;;1;2;2;2;1;2;2;2;2;2;2;3;1;1;1;2;1;2;1;1;2;2;1;1;1;1;3;3;1;1;1;1;39;3;3;1;1;;;;5;4;4;1;"5164153.94647996";"1410601.17309659";"2358346.69976694";"2828257.81207705";0,359861242111166;10511,4519904255;2;3;4;2
"87";3;31;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;2;1;2;2;2;2;2;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;2;1;2;1;29;1;2;1;2;2;1;2;;2;3;3;"21435571.5784308";"8292998.1115813";"5696273.08719308";"8084671.29925415";1,37301394574092;45377,8220609701;1;2;1;1
"88";2;25;3;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;4;1;1;1;2;2;2;2;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;2;1;46;0;2;2;2;2;1;2;;4;97;4;"14898000.1979184";"4595041.07124126";"8995626.46137368";"5881277.34048095";1,32867923007436;28231,5589757012;3;1;4;3
"89";3;33;3;3;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;4;1;1;2;1;2;1;2;"1";"2";"2";"2";"2";1;1;2;1;2;2;97;;;;1;2;1;2;2;1;1;2;2;2;2;97;1;2;2;2;2;2;1;1;2;2;2;2;2;1;5;2;2;2;1;2;16;1;3;2;2;2;1;2;;4;3;1;"21435571.5784308";"8292998.1115813";"5696273.08719308";"16041980.2259275";1,35193633479635;32988,8240308091;1;2;1;3
"90";3;35;2;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;4;1;1;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;2;1;2;1;53;1;4;2;2;2;1;1;;5;3;2;"21435571.5784308";"6718284.41177193";"11219551.754314";"16041980.2259275";5,61537651874725;149129,652518213;4;4;1;3
"91";5;53;3;2;3;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;2;1;1;1;2;2;1;2;"1";"1";"1";"1";"1";1;1;2;1;1;1;1;2;;1;1;2;2;2;1;1;2;2;2;2;2;97;1;1;1;2;2;1;1;1;2;2;1;1;2;2;6;3;1;1;4;1;61;3;2;2;2;2;2;2;;2;3;97;"3669920.78366589";"1496665.07427252";"1976804.0794201";"2810671.34868652";1,0009028249611;34733,3713306945;5;1;4;3
"92";1;15;2;1;2;3;2;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;1;1;1;2;3;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;40;2;3;2;2;2;1;1;;2;2;2;"549242.77217448";"1349979.57783012";"1128957.88513977";"2363871.19571558";0,179930621055583;5859,62850643695;3;2;2;1
"93";5;53;2;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;3;1;1;1;1;2;2;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;3;1;2;2;1;49;1;4;1;1;;;;2;1;4;1;"2544897.92588269";"1357583.87039275";"1926584.00950762";"2810671.34868652";0,333634274987034;7063,5144555064;3;4;1;3
"94";3;35;2;2;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;1;3;1;1;1;1;2;1;1;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;1;6;1;54;3;2;1;1;;;;3;4;3;4;"14014348.5743857";"6718284.41177193";"5696273.08719308";"15599497.5813694";3,7435843458315;80633,0057819896;4;2;4;2
"95";4;41;3;3;1;1;4;"1";"1";"1";"1";"1";"1";"1";"2";2;1;3;1;1;2;1;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;1;1;1;1;1;26;3;3;2;2;2;2;2;;4;2;4;"2358209.30927529";"2651313.51254732";"2041883.72723215";"5811472.35270075";0,573227083572636;13303,2279431924;1;2;4;2
"96";1;14;2;1;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;3;1;1;1;1;2;2;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;1;1;1;6;2;33;3;4;1;1;;;;2;1;4;4;"5164153.94647996";"1410601.17309659";"1499244.44762391";"2363871.19571558";0,276256938827918;8167,53352675698;2;4;4;1
"97";4;42;2;1;2;2;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;3;1;2;1;2;1;2;1;"1";"2";"1";"2";"1";1;1;2;1;1;1;1;2;;1;1;1;2;2;1;1;1;2;1;2;2;6;1;1;1;2;2;2;2;1;2;2;2;2;1;2;8;3;2;3;5;1;56;1;2;1;1;;;;5;2;3;3;"10072401.6435758";"2356901.94647081";"2041883.72723215";"4835858.60259792";0,455385003963667;16107,8842066979;4;2;1;1
"98";3;31;2;3;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;2;1;2;2;1;1;"1";"2";"1";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;1;2;26;3;4;2;2;2;2;1;;1;4;1;"14014348.5743857";"8292998.1115813";"11219551.754314";"8084671.29925415";1,37301394574092;27266,7131154428;1;4;4;1
"99";3;33;2;1;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;5;1;1;2;2;2;2;1;"1";"1";"1";"1";"1";1;1;2;1;2;2;1;1;;;1;2;1;2;2;2;2;2;1;2;2;4;1;1;1;2;2;2;2;2;2;1;2;2;1;2;4;3;1;2;2;1;37;3;3;1;1;;;;5;2;3;4;"14014348.5743857";"6626547.21734997";"12322615.2408783";"16041980.2259275";1,35193633479635;19569,3440042822;2;3;4;3
"100";2;27;3;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;1;1;2;2;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;2;1;50;3;3;1;1;;;;5;1;97;4;"14898000.1979184";"3882757.46528652";"7259394.23046714";"5881277.34048095";0,567016552780027;15023,8797477162;4;3;4;3
"101";3;35;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;4;1;2;1;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;2;2;2;43;1;6;;1;;;;5;4;4;1;"21435571.5784308";"7214590.0083199";"11219551.754314";"16041980.2259275";1,87179217291575;32682,2600502328;3;4;1;3
"102";3;33;3;5;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;4;1;2;2;2;2;2;2;"1";"2";"2";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;97;1;1;2;2;2;2;2;2;2;1;2;97;2;1;1;2;1;5;1;54;1;3;1;1;;;;5;1;2;4;"21435571.5784308";"6718284.41177193";"12322615.2408783";"16041980.2259275";0,965593794284431;40960,0430948136;4;3;1;3
"103";3;32;2;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;1;2;2;2;1;1;"1";"2";"1";"1";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;42;3;4;1;1;;;;1;4;3;2;"14014348.5743857";"7214590.0083199";"11219551.754314";"16041980.2259275";1,95871989072328;20953,7952305845;3;4;4;3
"104";5;53;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;2;1;2;2;1;1;"2";"2";"1";"2";"1";1;2;2;1;1;2;5;;;;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;23;2;4;2;1;;;;5;2;3;1;"624691.97513099";"1628314.05813775";"1926584.00950762";"2810671.34868652";0,333634274987034;7660,20240110476;1;4;2;3
"105";2;27;3;1;2;1;4;"1";"1";"1";"1";"1";"1";"1";"2";1;3;3;1;2;1;2;2;2;3;;;;;;1;1;1;1;1;1;1;2;;1;2;2;2;1;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;1;1;45;4;2;2;2;2;2;2;;4;2;4;"219310.52186252";"4595041.07124126";"8995626.46137368";"5881277.34048095";0,567016552780027;2384,00936859983;3;1;3;3
"106";5;50;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;2;1;1;1;1;2;1;1;"1";"2";"1";"2";"1";1;1;1;2;2;1;7;;;;2;2;2;2;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;1;1;2;23;1;3;1;1;;;;5;2;3;1;"2544897.92588269";"1628314.05813775";"1927007.87039979";"2810671.34868652";0,182984706628559;5842,26728817593;1;3;1;3
"107";5;53;3;2;1;2;3;"1";"1";"1";"1";"1";"1";"1";"2";1;2;3;1;1;1;1;1;1;1;"1";"2";"1";"1";"1";1;1;2;2;2;2;97;;;;2;1;1;2;2;2;2;2;2;1;2;3;1;1;1;2;2;2;1;1;2;2;2;2;2;2;6;2;2;1;2;1;27;1;4;2;2;2;1;1;;2;97;3;"2544897.92588269";"1628314.05813775";"1926584.00950762";"2810671.34868652";0,333634274987034;8496,53982765699;1;4;1;3
"108";2;26;3;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;2;1;2;2;3;1;"1";"1";"1";"1";"1";1;1;1;1;1;1;1;97;;;2;1;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;3;97;1;1;1;1;29;1;2;2;1;;;;3;4;97;4;"6273888.68778369";"6037267.85338051";"8995626.46137368";"7731021.03806011";0,695186851079864;46626,545007197;1;1;1;2
"109";5;53;3;3;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;2;2;2;2;2;1;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;3;2;41;1;4;1;1;;;;2;1;3;1;"2544897.92588269";"1357583.87039275";"1926584.00950762";"2810671.34868652";0,333634274987034;7063,5144555064;3;4;1;3
"110";4;43;3;2;1;2;2;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;2;1;1;2;1;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;1;2;1;1;44;1;2;1;2;2;1;1;;3;2;4;"10072401.6435758";"2281776.21520491";"2041883.72723215";"5811472.35270075";0,85300302693329;18714,739311889;3;2;1;2
"111";3;31;3;9;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;4;1;2;2;2;2;97;1;"1";"1";"1";"2";"1";1;1;1;1;2;1;3;;;;2;1;1;2;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;5;2;2;1;2;1;26;3;3;1;1;;;;5;2;3;1;"14014348.5743857";"8292998.1115813";"12322615.2408783";"16041980.2259275";1,37301394574092;32155,517100552;1;3;4;3
"112";4;41;3;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;5;1;1;1;1;2;2;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;4;2;1;1;2;1;45;1;4;1;1;;;;2;1;97;4;"10072401.6435758";"2281776.21520491";"3392772.73855813";"5811472.35270075";0,573227083572636;13136,5859921737;3;4;1;2
"113";5;52;3;2;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;3;1;1;1;1;2;2;1;"1";"2";"1";"2";"2";1;1;2;1;2;2;1;2;;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;5;2;2;97;6;1;25;3;3;2;2;2;2;2;;1;2;4;"3669920.78366589";"1628314.05813775";"1087421.42160812";"2810671.34868652";0,255743900242304;4340,12531265347;1;2;4;3
"114";3;31;2;1;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;3;1;1;1;2;2;1;1;"1";"2";"1";"2";"1";1;1;2;1;2;2;5;;;;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;3;2;1;1;6;1;36;3;4;2;1;;;;2;2;4;3;"14014348.5743857";"6626547.21734997";"11219551.754314";"16041980.2259275";1,37301394574092;12442,6865598497;2;4;4;3
"115";4;42;2;2;2;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;3;97;1;1;1;2;2;2;2;"1";"2";"1";"2";"2";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;3;3;1;1;2;1;47;3;4;1;1;;;;4;2;4;2;"2358209.30927529";"2281776.21520491";"3392772.73855813";"5811472.35270075";0,455385003963667;6970,3675499954;3;4;4;2
"116";3;31;3;1;1;1;1;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;2;2;2;2;1;3;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;3;1;3;1;2;22;3;3;1;2;2;2;2;;1;2;4;"14014348.5743857";"8292998.1115813";"12322615.2408783";"15599497.5813694";2,74602789148185;83491,6266150448;1;3;4;2
"117";4;41;3;1;1;2;4;"1";"1";"1";"1";"1";"1";"1";"2";1;2;3;1;1;1;1;2;2;1;"1";"1";"1";"1";"1";2;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;23;1;3;2;1;;;;5;5;3;4;"10072401.6435758";"2651313.51254732";"2041883.72723215";"2443804.96747532";1,14645416714527;24238,1259579688;1;2;1;3
"118";3;33;3;1;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;1;3;1;1;2;2;1;1;1;"1";"2";"1";"2";"2";1;2;2;1;2;2;1;2;;1;2;2;2;2;2;1;1;2;2;2;2;6;1;1;1;2;2;2;2;1;2;2;2;2;2;2;97;97;97;97;1;1;43;1;4;1;1;;;;1;1;97;97;"21435571.5784308";"7214590.0083199";"11219551.754314";"16041980.2259275";0,965593794284431;16859,6642000785;3;4;1;3
"119";1;15;2;9;1;1;3;"1";"1";"1";"1";"1";"1";"1";"2";2;2;3;1;2;2;2;2;2;1;"1";"2";"2";"2";"1";2;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;;;2;2;2;1;1;1;21;3;3;1;2;2;2;2;;1;97;4;"5164153.94647996";"2120604.22046604";"2358346.69976694";"2061622.47029637";0,179930621055583;6420,63023691734;1;3;4;3
