"ID";"regiao.wgts";"P05";"P06";"P07";"P08";"P09";"P10_01";"P10_02";"P10_03";"P10_04";"P10_05";"P10_06";"P10_07";"P10_08";"P10_09";"P11";"P12";"P12_A";"P13_01";"P13_02";"P13_03";"P13_04";"P13_A";"P14";"P15";"P16";"P17";"P17_A_01";"P17_A_02";"P17_A_03";"P17_A_04";"P17_A_05";"P17_A_06";"P17_A_07";"P18";"P18_A";"P18_B";"P18_C_01";"P18_C_02";"P18_C_03";"P18_C_04";"P18_C_05";"P18_C_06";"P19";"P20_01";"P20_02";"P20_03";"P20_04";"P20_05";"P20_06";"P21_01";"P21_02";"P21_03";"P21_04";"P21_05";"P21_06";"P21_09";"P21_10";"P22_01";"P22_02";"P22_03";"P22_04";"P22_05";"P22_06";"P22_07";"P22_08";"P22_09";"P22_10";"P22_11";"P22_12";"P22_13";"P22_14";"P22_15";"P22_16";"P22_17";"P22_A";"P22_B";"P22_C";"P22_D";"P23";"P24";"P25";"P26";"P26_A";"P27";"P28_01";"P28_02";"P28_03";"P28_04";"P28_05";"P28_06";"P28_07";"P28_08";"P28_09";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_A_01";"P30_A_02";"P30_A_03";"P30_A_04";"P30_A_05";"P30_A_06";"P36";"P38";"edu.cruz";"idade.cruz";"regiao.cruz";"trab.cruz";"raca.cruz";"renda.simples";"renda.cruz";"religiao.simples";"religiao.cruz";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"W1";"W2";"idade.wgts";"edu.wgts";"raca.wgts"
"1374";3;1;2;1;2;3;1;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;3;2;2;2;2;1;2;2;2;11;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;1;2;2;2;1;2;;2;3;3;3;1;2;3;3;2;2;3804141;6591592;11830617;0,9468344;34188,11;3;3;2
"1375";3;2;1;2;1;3;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;2;4;2;1;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;2;5;3;3;1;97;;1;1;19504421;8798166;5572410;0,8380203;30259,07;5;2;1
"1376";1;2;1;2;1;3;2;2;2;1;2;2;2;2;2;2;1;2;1;1;1;2;2;3;1;3;2;2;2;1;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;2;1;1;1;3;3;2;2;1307519;1463777;1263379;0,4898391;17687,01;2;4;1
"1377";3;3;2;1;1;3;1;2;2;2;2;2;1;2;2;2;3;4;1;1;2;1;2;4;1;3;1;2;2;2;2;2;2;2;3;1;1;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;2;1;2;;;2;2;2;2;2;1;2;2;2;5;1;2;1;2;2;2;1;2;2;2;1;2;;1;4;2;3;1;1;5;5;2;2;19504421;7210036;9667488;0,8750572;31596,39;2;4;1
"1378";3;3;1;1;1;3;2;2;2;2;2;2;2;2;1;2;1;3;1;1;2;2;2;4;1;2;1;2;2;2;2;2;2;2;11;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;3;1;3;1;1;97;;2;2;19504421;8791280;11830617;1,790415;64647,97;1;3;1
"1379";2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;97;1;2;2;2;3;97;2;3;2;2;2;2;2;2;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;3;3;4;2;1;1;97;;96;96;5740319;3470224;6475162;0,7642411;27595,07;4;3;1
"1380";5;3;3;1;1;2;2;2;2;1;2;2;2;2;2;2;3;3;1;2;1;1;2;4;1;3;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;1;2;;;;1;2;2;2;2;2;2;2;2;5;2;2;2;2;2;2;1;2;2;2;2;2;7;;1;4;5;3;4;97;;1;1;3421308;1042502;1966032;1,926623;69566,13;4;1;4
"1381";3;2;1;1;1;4;2;2;2;1;2;2;2;2;2;2;2;3;1;1;1;2;2;4;1;2;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;1;3;3;3;4;0;0;1;1;13960677;6591592;10649723;2,327683;84047,52;3;1;4
"1382";3;2;3;1;1;3;2;1;1;1;2;2;2;2;2;2;97;4;1;2;1;2;2;1;1;97;1;2;2;2;2;2;2;2;4;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;;4;5;3;3;1;5;5;96;96;19504421;8798166;9667488;0,7933616;28646,54;5;4;1
"1383";3;2;1;1;2;3;2;2;2;2;2;2;2;2;1;2;2;4;1;1;1;1;1;2;1;3;1;2;2;2;2;2;2;2;11;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;4;3;3;3;1;97;;1;1;19504421;6591592;9667488;0,9530319;34411,89;3;4;1
"1384";2;2;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;4;1;1;1;1;2;4;1;2;2;1;1;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;4;3;2;1;4;5;5;1;1;14461864;4033402;3915537;0,5045072;18216,65;3;4;4
"1385";3;3;1;1;1;4;2;2;2;1;2;2;2;2;2;2;3;5;1;1;1;1;2;4;1;2;2;1;2;2;2;2;2;2;97;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;;1;4;3;3;4;0;0;2;2;13960677;6329165;10649723;2,241171;80923,75;4;1;4
"1386";3;2;3;1;97;3;2;1;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;1;1;3;2;2;2;1;1;2;2;2;4;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;1;2;2;2;2;2;1;1;2;2;1;2;;1;4;2;3;1;1;5;5;1;1;19504421;7210036;9667488;0,8750572;31596,39;2;4;1
"1387";3;2;1;1;2;4;1;2;1;1;2;2;2;2;2;2;97;3;1;1;2;2;2;4;1;3;2;1;2;2;2;2;2;2;9;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;1;;1;5;3;3;4;3;3;2;2;13960677;8798166;10649723;1,937704;69966,25;5;1;4
"1388";3;2;1;1;1;3;1;2;2;1;2;2;2;2;2;2;2;3;1;1;2;2;2;4;1;3;2;2;2;2;1;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;4;2;3;3;1;4;5;5;1;1;13960677;6591592;5572410;0,6400625;23111,25;3;2;4
"1389";2;2;3;2;2;2;1;2;2;1;1;2;2;2;2;2;2;3;2;2;2;2;2;4;1;3;2;2;1;2;1;2;2;2;5;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;3;4;2;3;1;0;0;1;1;5740319;3470224;6475162;1,167116;42141,99;4;3;1
"1390";3;3;2;1;2;3;2;1;2;2;2;2;1;2;2;1;2;4;1;1;1;2;2;4;2;2;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;3;2;3;1;1;5;5;2;2;19504421;7210036;11830617;1,187468;42876,85;2;3;1
"1391";2;2;1;1;3;97;2;2;2;1;2;2;2;2;2;2;2;4;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;3;1;2;1;4;3;3;2;2;14461864;6224087;6475162;1,042129;37629;1;3;4
"1392";3;1;1;2;2;3;2;1;2;1;2;2;2;2;2;1;2;4;2;2;2;2;2;97;2;2;2;1;2;2;2;2;2;2;97;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;4;3;1;1;5;5;96;96;19504421;6329165;9667488;0,771416;27854,14;4;4;1
"1393";3;3;1;1;1;2;2;2;2;2;2;2;2;2;1;1;2;5;1;1;1;2;2;1;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;4;3;3;3;1;3;3;1;1;19504421;6591592;9667488;0,9530319;34411,89;3;4;1
"1394";3;2;1;1;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;2;1;2;2;4;1;3;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;5;4;3;3;1;1;97;;96;96;19504421;6591592;9667488;0,8011937;28929,34;3;4;1
"1395";4;3;2;2;1;4;1;2;2;1;2;2;2;2;2;2;3;5;1;2;2;2;2;4;1;1;1;2;2;2;2;2;2;2;11;1;1;1;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;;2;3;4;3;1;3;3;96;96;9518913;2173701;2061171;0,9384169;33884,17;3;2;1
"1396";1;1;3;1;1;4;2;2;2;1;1;2;2;2;2;1;1;3;1;2;1;1;2;2;1;3;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;1;1;1;4;0;0;1;1;4846040;2177738;1263379;0,8667202;31295,36;1;4;4
"1397";3;2;1;2;2;3;2;1;2;2;2;1;2;2;2;1;1;3;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;4;3;1;1;5;5;1;1;19504421;6329165;9667488;0,771416;27854,14;4;4;1
"1398";4;2;2;1;1;3;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;2;2;1;1;3;1;2;2;2;2;2;2;2;4;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;;4;4;4;3;1;5;5;1;1;9518913;2202937;3043136;0,683932;24695,28;4;4;1
"1399";4;3;2;2;1;4;2;1;2;2;2;2;2;2;2;2;97;3;1;1;1;1;2;2;97;2;1;2;2;2;2;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;2;5;4;1;1;97;;1;1;9518913;2958888;2061171;0,667888;24115,97;5;2;1
"1400";3;2;1;2;2;3;1;2;2;2;1;2;2;2;2;2;1;3;1;2;2;2;2;4;1;2;2;1;2;2;1;2;2;2;4;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;3;4;3;2;1;1;1;1;1;19504421;6329165;11830617;0,4348389;15701,08;4;3;1
"1401";3;3;1;1;1;3;2;2;2;1;2;2;2;2;2;2;1;5;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;4;5;3;3;1;3;3;1;1;19504421;8798166;9667488;0,7933616;28646,54;5;4;1
"1402";3;3;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;3;1;1;1;2;2;1;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;3;4;3;3;1;2;3;3;2;2;3804141;6591592;9667488;0,6977321;25193,57;3;4;2
"1403";4;3;2;1;1;4;2;1;2;2;2;1;2;2;2;2;2;4;1;2;1;1;2;4;1;1;1;2;2;2;2;2;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;7;;4;5;4;3;1;5;5;1;1;9518913;2958888;3043136;0,5771825;20840,79;5;4;1
"1404";4;3;2;1;1;3;2;1;2;1;1;2;2;2;2;1;1;3;1;1;2;2;2;1;1;3;1;2;2;2;2;2;2;2;11;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;6;;4;2;4;2;1;0;0;1;1;9518913;2302991;3043136;0,216481;7816,654;2;4;1
"1405";3;2;2;2;1;4;2;2;2;1;2;1;2;2;2;2;3;3;2;2;1;1;2;2;1;3;2;1;2;2;2;2;2;2;12;2;;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;2;1;2;1;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;5;3;2;2;0;0;1;1;3804141;8798166;10649723;0,779151;28133,43;5;1;2
"1406";3;3;1;1;2;3;2;1;2;1;1;2;1;2;2;2;2;4;1;2;1;1;2;4;1;3;1;2;2;2;2;2;2;2;11;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;1;2;2;2;2;2;;1;4;2;3;1;1;5;5;1;1;19504421;7210036;9667488;0,8750572;31596,39;2;4;1
"1407";3;2;2;1;1;3;2;2;2;2;1;1;2;2;2;1;3;5;1;1;2;1;2;3;1;3;2;1;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;1;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;;1;4;5;3;1;1;5;5;1;1;19504421;8798166;9667488;0,6669622;24082,54;5;4;1
"1408";4;3;97;97;2;4;2;2;2;2;2;1;2;2;2;2;2;3;1;2;1;2;2;4;97;2;2;2;1;2;2;2;2;2;12;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;5;4;3;4;97;;2;2;2374570;2958888;4140325;1,684387;60819,53;5;1;4
"1409";2;2;1;2;1;3;2;1;2;1;2;2;2;2;2;2;2;3;1;1;1;1;2;4;2;1;1;2;2;2;2;2;2;2;4;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;5;;1;4;2;3;4;0;0;1;1;14461864;3470224;9306847;2,836705;102427,2;4;1;4
"1410";3;3;2;2;1;3;2;2;2;1;2;2;1;2;2;2;2;3;1;1;1;1;2;4;1;3;2;1;2;2;2;2;2;2;11;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;3;2;3;3;4;97;;1;1;13960677;7210036;11830617;1,0683;38573,97;2;3;4
"1411";3;3;3;1;2;3;2;2;2;2;2;2;1;2;2;1;1;3;1;1;1;1;1;3;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;7;;4;5;3;3;1;0;0;1;1;19504421;8798166;9667488;0,7933616;28646,54;5;4;1
"1412";3;1;97;3;1;3;2;2;2;2;1;1;2;2;2;3;3;3;1;2;2;2;2;5;1;2;3;2;2;2;2;2;2;2;;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;5;3;3;4;0;0;1;1;13960677;8798166;10649723;1,937704;69966,25;5;1;4
"1413";3;3;1;1;2;2;2;2;2;1;2;1;2;2;2;1;3;5;1;1;1;1;2;4;2;2;2;2;2;2;2;2;2;2;11;1;1;1;2;1;2;2;2;1;2;2;1;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;;;;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;5;2;1;2;2;2;2;2;2;2;2;2;2;;2;3;5;3;1;1;3;3;1;1;19504421;8798166;11830617;0,9050792;32680,42;5;3;1
"1414";2;1;2;1;1;2;2;2;2;1;2;2;2;2;2;3;1;5;2;2;2;1;2;1;1;1;3;2;2;2;2;2;2;2;;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;5;;3;5;2;3;4;97;;1;1;14461864;4695309;6475162;1,573071;56800,13;5;3;4
"1415";4;2;1;1;1;4;2;2;2;1;2;2;2;2;2;2;2;4;1;1;1;1;2;1;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;4;2;4;3;1;3;3;96;96;9518913;2302991;3043136;0,6933905;25036,81;2;4;1
"1416";4;3;2;1;1;97;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;1;1;3;1;2;2;2;2;2;2;2;12;2;;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;5;4;3;1;97;;1;1;9518913;2958888;4140325;2,364115;85363,02;5;1;1
"1417";3;2;1;1;1;3;2;2;2;1;1;1;2;2;2;2;3;5;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;2;11;1;1;2;2;1;1;1;2;1;1;2;1;2;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;1;2;2;;;;2;2;2;2;1;1;2;2;2;3;1;1;1;2;1;2;1;1;2;2;1;1;;2;4;3;3;1;4;3;3;96;96;13960677;6591592;9667488;0,6059531;21879,64;3;4;4
"1418";3;2;2;1;1;3;2;2;2;1;2;2;2;2;2;2;2;3;1;2;2;2;2;4;1;2;2;2;2;2;1;2;2;2;11;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;1;3;2;3;1;4;3;3;2;2;13960677;7210036;11830617;0,8980972;32428,32;2;3;4
"1419";3;3;2;1;1;3;2;2;2;2;2;1;2;2;2;2;1;5;1;2;1;2;2;3;1;3;1;2;2;2;2;2;2;2;11;1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;5;3;3;1;0;0;1;1;19504421;8798166;10649723;2,562041;92509,66;5;1;1
"1420";4;3;2;1;97;4;2;2;2;2;1;2;2;2;2;2;3;3;1;2;1;1;2;5;2;3;2;2;2;2;2;1;2;2;11;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;4;;4;5;4;3;1;0;0;2;2;9518913;2958888;3043136;0,5771825;20840,79;5;4;1
"1421";3;2;1;2;1;3;2;1;2;1;1;2;2;2;2;2;1;3;1;1;2;2;2;4;2;1;1;2;2;2;2;2;2;2;11;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;;;;;;;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;;2;4;3;3;1;1;5;5;96;96;19504421;6591592;9667488;0,8011937;28929,34;3;4;1
"1422";4;3;4;1;1;3;1;2;2;2;2;2;2;2;2;2;2;5;1;2;97;2;2;4;1;1;2;2;1;2;2;2;2;2;97;2;;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;;2;2;1;2;;;2;2;2;2;2;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;2;2;4;;2;4;4;3;1;0;0;1;1;9518913;2202937;2061171;0,846656;30570,89;4;2;1
"1423";2;3;2;2;1;3;2;2;2;1;1;2;2;2;2;1;2;3;1;2;1;2;2;1;1;3;1;2;2;2;2;2;2;2;4;1;1;1;2;2;2;2;2;1;2;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;2;1;1;1;1;2;2;2;2;2;2;2;1;2;3;2;2;1;2;2;2;2;2;2;2;2;2;;4;3;2;2;1;2;0;0;2;2;2678540;4680529;6475162;0,7183097;25936,59;2;3;2
"1424";3;2;1;1;1;3;1;1;2;1;2;2;2;2;2;2;2;3;1;1;1;1;2;4;1;3;1;2;2;2;2;2;2;2;4;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;2;;;;2;2;2;1;2;2;2;2;2;4;2;2;2;2;2;2;1;2;2;2;2;2;;4;2;2;3;1;4;97;;1;1;13960677;7210036;5572410;0,6990711;25241,92;2;2;4
